region	chr	midPos	Nsites
(715,715)(31184086,31184086)(31184086,31184087)	3_Celeg_TT	31184086	2	0.029320
(716,716)(31184087,31184087)(31184087,31184088)	3_Celeg_TT	31184087	2	0.025811
(717,717)(31184088,31184088)(31184088,31184089)	3_Celeg_TT	31184088	2	0.029011
(718,718)(31184089,31184089)(31184089,31184090)	3_Celeg_TT	31184089	2	0.025974
(719,719)(31184090,31184090)(31184090,31184091)	3_Celeg_TT	31184090	2	0.025933
(720,720)(31184091,31184091)(31184091,31184092)	3_Celeg_TT	31184091	2	0.025826
(721,721)(31184092,31184092)(31184092,31184093)	3_Celeg_TT	31184092	2	0.036824
(722,722)(31184093,31184093)(31184093,31184094)	3_Celeg_TT	31184093	2	0.024778
(723,723)(31184094,31184094)(31184094,31184095)	3_Celeg_TT	31184094	2	0.024450
(724,724)(31184095,31184095)(31184095,31184096)	3_Celeg_TT	31184095	2	0.024135
(725,725)(31184096,31184096)(31184096,31184097)	3_Celeg_TT	31184096	2	0.023382
(726,726)(31184097,31184097)(31184097,31184098)	3_Celeg_TT	31184097	2	0.023396
(727,727)(31184098,31184098)(31184098,31184099)	3_Celeg_TT	31184098	2	0.023412
(728,728)(31184099,31184099)(31184099,31184100)	3_Celeg_TT	31184099	2	0.023414
(729,729)(31184100,31184100)(31184100,31184101)	3_Celeg_TT	31184100	2	0.023418
(730,730)(31184101,31184101)(31184101,31184102)	3_Celeg_TT	31184101	2	0.022266
(731,731)(31184102,31184102)(31184102,31184103)	3_Celeg_TT	31184102	2	0.023257
(732,732)(31184103,31184103)(31184103,31184104)	3_Celeg_TT	31184103	2	0.021675
(733,733)(31184104,31184104)(31184104,31184105)	3_Celeg_TT	31184104	2	0.021980
(734,734)(31184105,31184105)(31184105,31184106)	3_Celeg_TT	31184105	2	0.024395
(735,735)(31184106,31184106)(31184106,31184107)	3_Celeg_TT	31184106	2	0.022215
(736,736)(31184107,31184107)(31184107,31184108)	3_Celeg_TT	31184107	2	0.022061
(737,737)(31184108,31184108)(31184108,31184109)	3_Celeg_TT	31184108	2	0.021233
(738,738)(31184109,31184109)(31184109,31184110)	3_Celeg_TT	31184109	2	0.021531
(739,739)(31184110,31184110)(31184110,31184111)	3_Celeg_TT	31184110	2	0.024899
(740,740)(31184111,31184111)(31184111,31184112)	3_Celeg_TT	31184111	2	0.049382
(741,741)(31184112,31184112)(31184112,31184113)	3_Celeg_TT	31184112	2	0.050031
(742,742)(31184113,31184113)(31184113,31184114)	3_Celeg_TT	31184113	2	0.056556
(743,743)(31184114,31184114)(31184114,31184115)	3_Celeg_TT	31184114	2	0.050286
(744,744)(31184115,31184115)(31184115,31184116)	3_Celeg_TT	31184115	2	0.020118
(745,745)(31184116,31184116)(31184116,31184117)	3_Celeg_TT	31184116	2	0.019765
(746,746)(31184117,31184117)(31184117,31184118)	3_Celeg_TT	31184117	2	0.019688
(747,747)(31184118,31184118)(31184118,31184119)	3_Celeg_TT	31184118	2	0.020149
(748,748)(31184119,31184119)(31184119,31184120)	3_Celeg_TT	31184119	2	0.020091
(749,749)(31184120,31184120)(31184120,31184121)	3_Celeg_TT	31184120	2	0.020327
(750,750)(31184121,31184121)(31184121,31184122)	3_Celeg_TT	31184121	2	0.020115
(751,751)(31184122,31184122)(31184122,31184123)	3_Celeg_TT	31184122	2	0.021270
(752,752)(31184125,31184125)(31184125,31184126)	3_Celeg_TT	31184125	2	0.021188
(753,753)(31184126,31184126)(31184126,31184127)	3_Celeg_TT	31184126	2	0.020708
(754,754)(31184127,31184127)(31184127,31184128)	3_Celeg_TT	31184127	2	0.021217
(755,755)(31184128,31184128)(31184128,31184129)	3_Celeg_TT	31184128	2	0.023263
(756,756)(31184129,31184129)(31184129,31184130)	3_Celeg_TT	31184129	2	0.024876
(757,757)(31184130,31184130)(31184130,31184131)	3_Celeg_TT	31184130	2	0.021100
(758,758)(31184131,31184131)(31184131,31184132)	3_Celeg_TT	31184131	2	0.020683
(759,759)(31184132,31184132)(31184132,31184133)	3_Celeg_TT	31184132	2	0.020910
(760,760)(31184133,31184133)(31184133,31184134)	3_Celeg_TT	31184133	2	0.021325
(761,761)(31184134,31184134)(31184134,31184135)	3_Celeg_TT	31184134	2	0.021149
(762,762)(31184135,31184135)(31184135,31184136)	3_Celeg_TT	31184135	2	0.022197
(763,763)(31184136,31184136)(31184136,31184137)	3_Celeg_TT	31184136	2	0.022221
(764,764)(31184137,31184137)(31184137,31184138)	3_Celeg_TT	31184137	2	0.022200
(765,765)(31184138,31184138)(31184138,31184139)	3_Celeg_TT	31184138	2	0.021364
(766,766)(31184139,31184139)(31184139,31184140)	3_Celeg_TT	31184139	2	0.023494
(767,767)(31184140,31184140)(31184140,31184141)	3_Celeg_TT	31184140	2	0.026865
(768,768)(31184141,31184141)(31184141,31184142)	3_Celeg_TT	31184141	2	0.027522
(769,769)(31184142,31184142)(31184142,31184143)	3_Celeg_TT	31184142	2	0.023064
(770,770)(31184143,31184143)(31184143,31184144)	3_Celeg_TT	31184143	2	0.023240
(771,771)(31184144,31184144)(31184144,31184145)	3_Celeg_TT	31184144	2	0.023805
(772,772)(31184145,31184145)(31184145,31184146)	3_Celeg_TT	31184145	2	0.023883
(773,773)(31184146,31184146)(31184146,31184147)	3_Celeg_TT	31184146	2	0.025002
(774,774)(31184147,31184147)(31184147,31184148)	3_Celeg_TT	31184147	2	0.024679
(775,775)(31184148,31184148)(31184148,31184149)	3_Celeg_TT	31184148	2	0.021467
(776,776)(31184149,31184149)(31184149,31184150)	3_Celeg_TT	31184149	2	0.024172
(777,777)(31184150,31184150)(31184150,31184151)	3_Celeg_TT	31184150	2	0.022185
(778,778)(31184151,31184151)(31184151,31184152)	3_Celeg_TT	31184151	2	0.022663
(779,779)(31184152,31184152)(31184152,31184153)	3_Celeg_TT	31184152	2	0.023560
(780,780)(31184153,31184153)(31184153,31184154)	3_Celeg_TT	31184153	2	0.023812
(781,781)(31184154,31184154)(31184154,31184155)	3_Celeg_TT	31184154	2	0.922839
(782,782)(31184155,31184155)(31184155,31184156)	3_Celeg_TT	31184155	2	0.022412
(783,783)(31184156,31184156)(31184156,31184157)	3_Celeg_TT	31184156	2	0.024162
(784,784)(31184157,31184157)(31184157,31184158)	3_Celeg_TT	31184157	2	0.022451
(785,785)(31184158,31184158)(31184158,31184159)	3_Celeg_TT	31184158	2	0.022986
(786,786)(31184159,31184159)(31184159,31184160)	3_Celeg_TT	31184159	2	0.025623
(787,787)(31184160,31184160)(31184160,31184161)	3_Celeg_TT	31184160	2	0.022189
(788,788)(31184161,31184161)(31184161,31184162)	3_Celeg_TT	31184161	2	0.024779
(789,789)(31184162,31184162)(31184162,31184163)	3_Celeg_TT	31184162	2	0.024730
(790,790)(31184163,31184163)(31184163,31184164)	3_Celeg_TT	31184163	2	0.028097
(791,791)(31184164,31184164)(31184164,31184165)	3_Celeg_TT	31184164	2	0.026136
(792,792)(31184165,31184165)(31184165,31184166)	3_Celeg_TT	31184165	2	0.026845
(793,793)(31184166,31184166)(31184166,31184167)	3_Celeg_TT	31184166	2	0.029754
(794,794)(31184167,31184167)(31184167,31184168)	3_Celeg_TT	31184167	2	0.028430
(795,795)(31184168,31184168)(31184168,31184169)	3_Celeg_TT	31184168	2	0.032352
(796,796)(31184169,31184169)(31184169,31184170)	3_Celeg_TT	31184169	2	0.029812
(797,797)(31184170,31184170)(31184170,31184171)	3_Celeg_TT	31184170	2	0.032606
(798,798)(31184173,31184173)(31184173,31184174)	3_Celeg_TT	31184173	2	0.027172
(799,799)(31184174,31184174)(31184174,31184175)	3_Celeg_TT	31184174	2	0.026809
(800,800)(31184175,31184175)(31184175,31184176)	3_Celeg_TT	31184175	2	0.025924
(801,801)(31184176,31184176)(31184176,31184177)	3_Celeg_TT	31184176	2	0.031508
(802,802)(31184177,31184177)(31184177,31184178)	3_Celeg_TT	31184177	2	0.034095
(803,803)(31184178,31184178)(31184178,31184179)	3_Celeg_TT	31184178	2	0.026503
(804,804)(31184179,31184179)(31184179,31184180)	3_Celeg_TT	31184179	2	0.026808
(805,805)(31184180,31184180)(31184180,31184181)	3_Celeg_TT	31184180	2	0.026803
(806,806)(31184181,31184181)(31184181,31184182)	3_Celeg_TT	31184181	2	0.026705
(807,807)(31184182,31184182)(31184182,31184183)	3_Celeg_TT	31184182	2	0.030200
(808,808)(31184183,31184183)(31184183,31184184)	3_Celeg_TT	31184183	2	0.029803
(809,809)(31184184,31184184)(31184184,31184185)	3_Celeg_TT	31184184	2	0.026777
(810,810)(31184185,31184185)(31184185,31184186)	3_Celeg_TT	31184185	2	0.029770
(811,811)(31184186,31184186)(31184186,31184187)	3_Celeg_TT	31184186	2	0.027319
(812,812)(31184187,31184187)(31184187,31184188)	3_Celeg_TT	31184187	2	0.030181
(813,813)(31184188,31184188)(31184188,31184189)	3_Celeg_TT	31184188	2	0.028342
(814,814)(31184189,31184189)(31184189,31184190)	3_Celeg_TT	31184189	2	0.027836
(815,815)(31184190,31184190)(31184190,31184191)	3_Celeg_TT	31184190	2	0.027075
(816,816)(31184191,31184191)(31184191,31184192)	3_Celeg_TT	31184191	2	0.027722
(817,817)(31184192,31184192)(31184192,31184193)	3_Celeg_TT	31184192	2	0.029705
(818,818)(31184193,31184193)(31184193,31184194)	3_Celeg_TT	31184193	2	0.031715
(819,819)(31184194,31184194)(31184194,31184195)	3_Celeg_TT	31184194	2	0.026969
(820,820)(31184195,31184195)(31184195,31184196)	3_Celeg_TT	31184195	2	0.027961
(821,821)(31184196,31184196)(31184196,31184197)	3_Celeg_TT	31184196	2	0.029538
(822,822)(31184197,31184197)(31184197,31184198)	3_Celeg_TT	31184197	2	0.028582
(823,823)(31184198,31184198)(31184198,31184199)	3_Celeg_TT	31184198	2	0.026780
(824,824)(31184199,31184199)(31184199,31184200)	3_Celeg_TT	31184199	2	0.026414
(825,825)(31184200,31184200)(31184200,31184201)	3_Celeg_TT	31184200	2	0.028828
(826,826)(31184201,31184201)(31184201,31184202)	3_Celeg_TT	31184201	2	0.030166
(827,827)(31184202,31184202)(31184202,31184203)	3_Celeg_TT	31184202	2	0.028742
(828,828)(31184203,31184203)(31184203,31184204)	3_Celeg_TT	31184203	2	0.032598
(829,829)(31184204,31184204)(31184204,31184205)	3_Celeg_TT	31184204	2	0.032813
(830,830)(31184205,31184205)(31184205,31184206)	3_Celeg_TT	31184205	2	0.034850
(831,831)(31184206,31184206)(31184206,31184207)	3_Celeg_TT	31184206	2	0.030749
(832,832)(31184207,31184207)(31184207,31184208)	3_Celeg_TT	31184207	2	0.034823
(833,833)(31184208,31184208)(31184208,31184209)	3_Celeg_TT	31184208	2	0.027071
(834,834)(31184209,31184209)(31184209,31184210)	3_Celeg_TT	31184209	2	0.027341
(835,835)(31184210,31184210)(31184210,31184211)	3_Celeg_TT	31184210	2	0.031732
(836,836)(31184211,31184211)(31184211,31184212)	3_Celeg_TT	31184211	2	0.034386
(837,837)(31184212,31184212)(31184212,31184213)	3_Celeg_TT	31184212	2	0.031837
(838,838)(31184213,31184213)(31184213,31184214)	3_Celeg_TT	31184213	2	0.039490
(839,839)(31184214,31184214)(31184214,31184215)	3_Celeg_TT	31184214	2	0.034161
(840,840)(31184215,31184215)(31184215,31184216)	3_Celeg_TT	31184215	2	0.039985
(841,841)(31184216,31184216)(31184216,31184217)	3_Celeg_TT	31184216	2	0.029043
(842,842)(31184217,31184217)(31184217,31184218)	3_Celeg_TT	31184217	2	0.029732
(843,843)(31184218,31184218)(31184218,31184219)	3_Celeg_TT	31184218	2	0.033864
(844,844)(31184219,31184219)(31184219,31184220)	3_Celeg_TT	31184219	2	0.014857
(845,845)(31184220,31184220)(31184220,31184221)	3_Celeg_TT	31184220	2	0.072814
(846,846)(31184225,31184225)(31184225,31184226)	3_Celeg_TT	31184225	2	0.046998
(847,847)(31184226,31184226)(31184226,31184227)	3_Celeg_TT	31184226	2	0.041384
(848,848)(31184227,31184227)(31184227,31184228)	3_Celeg_TT	31184227	2	0.041116
(849,849)(31184228,31184228)(31184228,31184229)	3_Celeg_TT	31184228	2	0.041218
(850,850)(31184229,31184229)(31184229,31184230)	3_Celeg_TT	31184229	2	0.040212
(851,851)(31184230,31184230)(31184230,31184231)	3_Celeg_TT	31184230	2	0.043863
(852,852)(31184231,31184231)(31184231,31184232)	3_Celeg_TT	31184231	2	0.044034
(853,853)(31184232,31184232)(31184232,31184233)	3_Celeg_TT	31184232	2	0.047453
(854,854)(31184233,31184233)(31184233,31184234)	3_Celeg_TT	31184233	2	0.047273
(855,855)(31184234,31184234)(31184234,31184235)	3_Celeg_TT	31184234	2	0.050279
(856,856)(31184235,31184235)(31184235,31184236)	3_Celeg_TT	31184235	2	0.044049
(857,857)(31184236,31184236)(31184236,31184237)	3_Celeg_TT	31184236	2	0.047482
(858,858)(31184237,31184237)(31184237,31184238)	3_Celeg_TT	31184237	2	0.047758
(859,859)(31184238,31184238)(31184238,31184239)	3_Celeg_TT	31184238	2	0.050052
(860,860)(31184239,31184239)(31184239,31184240)	3_Celeg_TT	31184239	2	0.050020
(861,861)(31184240,31184240)(31184240,31184241)	3_Celeg_TT	31184240	2	0.057293
(862,862)(31184241,31184241)(31184241,31184242)	3_Celeg_TT	31184241	2	0.920452
(863,863)(31184242,31184242)(31184242,31184243)	3_Celeg_TT	31184242	2	0.050435
(864,864)(31184243,31184243)(31184243,31184244)	3_Celeg_TT	31184243	2	0.050196
(865,865)(31184244,31184244)(31184244,31184245)	3_Celeg_TT	31184244	2	0.050832
(866,866)(31184245,31184245)(31184245,31184246)	3_Celeg_TT	31184245	2	0.050314
(867,867)(31184246,31184246)(31184246,31184247)	3_Celeg_TT	31184246	2	0.049895
(868,868)(31184249,31184249)(31184249,31184250)	3_Celeg_TT	31184249	2	0.050765
(869,869)(31184250,31184250)(31184250,31184251)	3_Celeg_TT	31184250	2	0.049111
(870,870)(31184251,31184251)(31184251,31184252)	3_Celeg_TT	31184251	2	0.057994
(871,871)(31184252,31184252)(31184252,31184253)	3_Celeg_TT	31184252	2	0.050342
(872,872)(31184253,31184253)(31184253,31184254)	3_Celeg_TT	31184253	2	0.044290
(873,873)(31184254,31184254)(31184254,31184255)	3_Celeg_TT	31184254	2	0.046988
(874,874)(31184255,31184255)(31184255,31184256)	3_Celeg_TT	31184255	2	0.041479
(875,875)(31184256,31184256)(31184256,31184257)	3_Celeg_TT	31184256	2	0.041812
(876,876)(31184257,31184257)(31184257,31184258)	3_Celeg_TT	31184257	2	0.043569
(877,877)(31184258,31184258)(31184258,31184259)	3_Celeg_TT	31184258	2	0.050048
(878,878)(31184259,31184259)(31184259,31184260)	3_Celeg_TT	31184259	2	0.045820
(879,879)(31184260,31184260)(31184260,31184261)	3_Celeg_TT	31184260	2	0.035455
(880,880)(31184261,31184261)(31184261,31184262)	3_Celeg_TT	31184261	2	0.039901
(881,881)(31184262,31184262)(31184262,31184263)	3_Celeg_TT	31184262	2	0.038878
(882,882)(31184263,31184263)(31184263,31184264)	3_Celeg_TT	31184263	2	0.036722
(883,883)(31184264,31184264)(31184264,31184265)	3_Celeg_TT	31184264	2	0.036898
(884,884)(31184265,31184265)(31184265,31184266)	3_Celeg_TT	31184265	2	0.037171
(885,885)(31184266,31184266)(31184266,31184267)	3_Celeg_TT	31184266	2	0.034911
(886,886)(31184267,31184267)(31184267,31184268)	3_Celeg_TT	31184267	2	0.035149
(887,887)(31184268,31184268)(31184268,31184269)	3_Celeg_TT	31184268	2	0.034935
(888,888)(31184269,31184269)(31184269,31184270)	3_Celeg_TT	31184269	2	0.033227
(889,889)(31184270,31184270)(31184270,31184271)	3_Celeg_TT	31184270	2	0.034947
(890,890)(31184271,31184271)(31184271,31184272)	3_Celeg_TT	31184271	2	0.033056
(891,891)(31184272,31184272)(31184272,31184273)	3_Celeg_TT	31184272	2	0.035571
(892,892)(31184273,31184273)(31184273,31184274)	3_Celeg_TT	31184273	2	0.076903
(893,893)(31184274,31184274)(31184274,31184275)	3_Celeg_TT	31184274	2	0.037458
(894,894)(31184275,31184275)(31184275,31184276)	3_Celeg_TT	31184275	2	0.035525
(895,895)(31184276,31184276)(31184276,31184277)	3_Celeg_TT	31184276	2	0.037563
(896,896)(31184277,31184277)(31184277,31184278)	3_Celeg_TT	31184277	2	0.039898
(897,897)(31184278,31184278)(31184278,31184279)	3_Celeg_TT	31184278	2	0.042790
(898,898)(31184279,31184279)(31184279,31184280)	3_Celeg_TT	31184279	2	0.042816
(899,899)(31184280,31184280)(31184280,31184281)	3_Celeg_TT	31184280	2	0.039557
(900,900)(31184281,31184281)(31184281,31184282)	3_Celeg_TT	31184281	2	0.035369
(901,901)(31184282,31184282)(31184282,31184283)	3_Celeg_TT	31184282	2	0.037050
(902,902)(31184283,31184283)(31184283,31184284)	3_Celeg_TT	31184283	2	0.067296
(903,903)(31184284,31184284)(31184284,31184285)	3_Celeg_TT	31184284	2	0.066970
(904,904)(31184285,31184285)(31184285,31184286)	3_Celeg_TT	31184285	2	0.039561
(905,905)(31184286,31184286)(31184286,31184287)	3_Celeg_TT	31184286	2	0.042605
(906,906)(31184287,31184287)(31184287,31184288)	3_Celeg_TT	31184287	2	0.066935
(907,907)(31184288,31184288)(31184288,31184289)	3_Celeg_TT	31184288	2	0.066784
(908,908)(31184289,31184289)(31184289,31184290)	3_Celeg_TT	31184289	2	0.039825
(909,909)(31184290,31184290)(31184290,31184291)	3_Celeg_TT	31184290	2	0.088681
(910,910)(31184291,31184291)(31184291,31184292)	3_Celeg_TT	31184291	2	0.042174
(911,911)(31184292,31184292)(31184292,31184293)	3_Celeg_TT	31184292	2	0.054537
(912,912)(31184293,31184293)(31184293,31184294)	3_Celeg_TT	31184293	2	0.054869
(913,913)(31184294,31184294)(31184294,31184295)	3_Celeg_TT	31184294	2	0.047906
(914,914)(31184295,31184295)(31184295,31184296)	3_Celeg_TT	31184295	2	0.045390
(915,915)(31184296,31184296)(31184296,31184297)	3_Celeg_TT	31184296	2	0.039745
(916,916)(31184297,31184297)(31184297,31184298)	3_Celeg_TT	31184297	2	0.041651
(917,917)(31184298,31184298)(31184298,31184299)	3_Celeg_TT	31184298	2	0.047943
(918,918)(31184299,31184299)(31184299,31184300)	3_Celeg_TT	31184299	2	0.050943
(919,919)(31184300,31184300)(31184300,31184301)	3_Celeg_TT	31184300	2	0.058105
(920,920)(31184301,31184301)(31184301,31184302)	3_Celeg_TT	31184301	2	0.045507
(921,921)(31184303,31184303)(31184303,31184304)	3_Celeg_TT	31184303	2	0.077339
(922,922)(31184304,31184304)(31184304,31184305)	3_Celeg_TT	31184304	2	0.076746
(923,923)(31184305,31184305)(31184305,31184306)	3_Celeg_TT	31184305	2	0.072556
(924,924)(31184306,31184306)(31184306,31184307)	3_Celeg_TT	31184306	2	0.059439
(925,925)(31184307,31184307)(31184307,31184308)	3_Celeg_TT	31184307	2	0.057343
(926,926)(31184308,31184308)(31184308,31184309)	3_Celeg_TT	31184308	2	0.056105
(927,927)(31184309,31184309)(31184309,31184310)	3_Celeg_TT	31184309	2	0.050659
(928,928)(31184310,31184310)(31184310,31184311)	3_Celeg_TT	31184310	2	0.050356
(929,929)(31184311,31184311)(31184311,31184312)	3_Celeg_TT	31184311	2	0.049572
(930,930)(31184312,31184312)(31184312,31184313)	3_Celeg_TT	31184312	2	0.043151
(931,931)(31184313,31184313)(31184313,31184314)	3_Celeg_TT	31184313	2	0.059067
(932,932)(31184314,31184314)(31184314,31184315)	3_Celeg_TT	31184314	2	0.061634
(933,933)(31184315,31184315)(31184315,31184316)	3_Celeg_TT	31184315	2	0.044502
(934,934)(31184316,31184316)(31184316,31184317)	3_Celeg_TT	31184316	2	0.036029
(935,935)(31184319,31184319)(31184319,31184320)	3_Celeg_TT	31184319	2	0.044606
(936,936)(31184320,31184320)(31184320,31184321)	3_Celeg_TT	31184320	2	0.031969
(937,937)(31184321,31184321)(31184321,31184322)	3_Celeg_TT	31184321	2	0.038377
(938,938)(31184322,31184322)(31184322,31184323)	3_Celeg_TT	31184322	2	0.038634
(939,939)(31184323,31184323)(31184323,31184324)	3_Celeg_TT	31184323	2	0.040179
(940,940)(31184324,31184324)(31184324,31184325)	3_Celeg_TT	31184324	2	0.033311
(941,941)(31184325,31184325)(31184325,31184326)	3_Celeg_TT	31184325	2	0.032054
(942,942)(31184326,31184326)(31184326,31184327)	3_Celeg_TT	31184326	2	0.033081
(943,943)(31184327,31184327)(31184327,31184328)	3_Celeg_TT	31184327	2	0.035017
(944,944)(31184328,31184328)(31184328,31184329)	3_Celeg_TT	31184328	2	0.034026
(945,945)(31184329,31184329)(31184329,31184330)	3_Celeg_TT	31184329	2	0.038641
(946,946)(31184330,31184330)(31184330,31184331)	3_Celeg_TT	31184330	2	0.035108
(947,947)(31184331,31184331)(31184331,31184332)	3_Celeg_TT	31184331	2	0.031961
(948,948)(31184332,31184332)(31184332,31184333)	3_Celeg_TT	31184332	2	0.035201
(949,949)(31184333,31184333)(31184333,31184334)	3_Celeg_TT	31184333	2	0.037776
(950,950)(31184334,31184334)(31184334,31184335)	3_Celeg_TT	31184334	2	0.032755
(951,951)(31184335,31184335)(31184335,31184336)	3_Celeg_TT	31184335	2	0.034664
(952,952)(31184336,31184336)(31184336,31184337)	3_Celeg_TT	31184336	2	0.038900
(953,953)(31184337,31184337)(31184337,31184338)	3_Celeg_TT	31184337	2	0.033065
(954,954)(31184338,31184338)(31184338,31184339)	3_Celeg_TT	31184338	2	0.037317
(955,955)(31184339,31184339)(31184339,31184340)	3_Celeg_TT	31184339	2	0.032562
(956,956)(31184340,31184340)(31184340,31184341)	3_Celeg_TT	31184340	2	0.039004
(957,957)(31184343,31184343)(31184343,31184344)	3_Celeg_TT	31184343	2	0.047243
(958,958)(31184347,31184347)(31184347,31184348)	3_Celeg_TT	31184347	2	0.041521
(959,959)(31184348,31184348)(31184348,31184349)	3_Celeg_TT	31184348	2	0.038850
(960,960)(31184349,31184349)(31184349,31184350)	3_Celeg_TT	31184349	2	0.038766
(961,961)(31184353,31184353)(31184353,31184354)	3_Celeg_TT	31184353	2	0.036326
(962,962)(31184354,31184354)(31184354,31184355)	3_Celeg_TT	31184354	2	0.035909
(963,963)(31184355,31184355)(31184355,31184356)	3_Celeg_TT	31184355	2	0.035992
(964,964)(31184356,31184356)(31184356,31184357)	3_Celeg_TT	31184356	2	0.041093
(965,965)(31184357,31184357)(31184357,31184358)	3_Celeg_TT	31184357	2	0.041869
(966,966)(31184358,31184358)(31184358,31184359)	3_Celeg_TT	31184358	2	0.040504
(967,967)(31184363,31184363)(31184363,31184364)	3_Celeg_TT	31184363	2	0.031470
(968,968)(31184364,31184364)(31184364,31184365)	3_Celeg_TT	31184364	2	0.030920
(969,969)(31184365,31184365)(31184365,31184366)	3_Celeg_TT	31184365	2	0.034585
(970,970)(31184366,31184366)(31184366,31184367)	3_Celeg_TT	31184366	2	0.031005
(971,971)(31184367,31184367)(31184367,31184368)	3_Celeg_TT	31184367	2	0.030241
(972,972)(31184368,31184368)(31184368,31184369)	3_Celeg_TT	31184368	2	0.027098
(973,973)(31184369,31184369)(31184369,31184370)	3_Celeg_TT	31184369	2	0.027721
(974,974)(31184370,31184370)(31184370,31184371)	3_Celeg_TT	31184370	2	0.031571
(975,975)(31184371,31184371)(31184371,31184372)	3_Celeg_TT	31184371	2	0.030903
(976,976)(31184372,31184372)(31184372,31184373)	3_Celeg_TT	31184372	2	0.030335
(977,977)(31184373,31184373)(31184373,31184374)	3_Celeg_TT	31184373	2	0.026800
(978,978)(31184374,31184374)(31184374,31184375)	3_Celeg_TT	31184374	2	0.026645
(979,979)(31184375,31184375)(31184375,31184376)	3_Celeg_TT	31184375	2	0.026704
(980,980)(31184376,31184376)(31184376,31184377)	3_Celeg_TT	31184376	2	0.039673
(981,981)(31184377,31184377)(31184377,31184378)	3_Celeg_TT	31184377	2	0.034590
(982,982)(31184378,31184378)(31184378,31184379)	3_Celeg_TT	31184378	2	0.030146
(983,983)(31184382,31184382)(31184382,31184383)	3_Celeg_TT	31184382	2	0.028865
(984,984)(31184383,31184383)(31184383,31184384)	3_Celeg_TT	31184383	2	0.033440
(985,985)(31184384,31184384)(31184384,31184385)	3_Celeg_TT	31184384	2	0.033049
(986,986)(31184385,31184385)(31184385,31184386)	3_Celeg_TT	31184385	2	0.028890
(987,987)(31184386,31184386)(31184386,31184387)	3_Celeg_TT	31184386	2	0.028855
(988,988)(31184387,31184387)(31184387,31184388)	3_Celeg_TT	31184387	2	0.036733
(989,989)(31184388,31184388)(31184388,31184389)	3_Celeg_TT	31184388	2	0.031864
(990,990)(31184406,31184406)(31184406,31184407)	3_Celeg_TT	31184406	2	0.024728
(991,991)(31184407,31184407)(31184407,31184408)	3_Celeg_TT	31184407	2	0.026070
(992,992)(31184410,31184410)(31184410,31184411)	3_Celeg_TT	31184410	2	0.026375
(993,993)(31184411,31184411)(31184411,31184412)	3_Celeg_TT	31184411	2	0.028340
(994,994)(31184412,31184412)(31184412,31184413)	3_Celeg_TT	31184412	2	0.028238
(995,995)(31184413,31184413)(31184413,31184414)	3_Celeg_TT	31184413	2	0.024950
(996,996)(31184414,31184414)(31184414,31184415)	3_Celeg_TT	31184414	2	0.025202
(997,997)(31184415,31184415)(31184415,31184416)	3_Celeg_TT	31184415	2	0.025035
(998,998)(31184416,31184416)(31184416,31184417)	3_Celeg_TT	31184416	2	0.024885
(999,999)(31184417,31184417)(31184417,31184418)	3_Celeg_TT	31184417	2	0.025042
(1000,1000)(31184418,31184418)(31184418,31184419)	3_Celeg_TT	31184418	2	0.025166
(1001,1001)(31184419,31184419)(31184419,31184420)	3_Celeg_TT	31184419	2	0.025364
(1002,1002)(31184420,31184420)(31184420,31184421)	3_Celeg_TT	31184420	2	0.028270
(1003,1003)(31184421,31184421)(31184421,31184422)	3_Celeg_TT	31184421	2	0.027091
(1004,1004)(31184422,31184422)(31184422,31184423)	3_Celeg_TT	31184422	2	0.027827
(1005,1005)(31184423,31184423)(31184423,31184424)	3_Celeg_TT	31184423	2	0.027097
(1006,1006)(31184424,31184424)(31184424,31184425)	3_Celeg_TT	31184424	2	0.026500
(1007,1007)(31184425,31184425)(31184425,31184426)	3_Celeg_TT	31184425	2	0.022466
(1008,1008)(31184426,31184426)(31184426,31184427)	3_Celeg_TT	31184426	2	-0.014346
(1009,1009)(31184427,31184427)(31184427,31184428)	3_Celeg_TT	31184427	2	0.021180
(1010,1010)(31184428,31184428)(31184428,31184429)	3_Celeg_TT	31184428	2	0.021075
(1011,1011)(31184429,31184429)(31184429,31184430)	3_Celeg_TT	31184429	2	0.021704
(1012,1012)(31184430,31184430)(31184430,31184431)	3_Celeg_TT	31184430	2	0.021151
(1013,1013)(31184431,31184431)(31184431,31184432)	3_Celeg_TT	31184431	2	0.020673
(1014,1014)(31184432,31184432)(31184432,31184433)	3_Celeg_TT	31184432	2	0.020506
(1015,1015)(31184433,31184433)(31184433,31184434)	3_Celeg_TT	31184433	2	0.021123
(1016,1016)(31184434,31184434)(31184434,31184435)	3_Celeg_TT	31184434	2	0.020840
(1017,1017)(31184435,31184435)(31184435,31184436)	3_Celeg_TT	31184435	2	0.021152
(1018,1018)(31184436,31184436)(31184436,31184437)	3_Celeg_TT	31184436	2	0.022235
(1019,1019)(31184440,31184440)(31184440,31184441)	3_Celeg_TT	31184440	2	0.079678
(1020,1020)(31184441,31184441)(31184441,31184442)	3_Celeg_TT	31184441	2	0.080553
(1021,1021)(31184442,31184442)(31184442,31184443)	3_Celeg_TT	31184442	2	0.025147
(1022,1022)(31184443,31184443)(31184443,31184444)	3_Celeg_TT	31184443	2	0.024680
(1023,1023)(31184444,31184444)(31184444,31184445)	3_Celeg_TT	31184444	2	0.023303
