region	chr	midPos	Nsites
(779,779)(31184166,31184166)(31184166,31184167)	3_Celeg_TT	31184166	2	0.060689
(780,780)(31184167,31184167)(31184167,31184168)	3_Celeg_TT	31184167	2	0.067288
(781,781)(31184168,31184168)(31184168,31184169)	3_Celeg_TT	31184168	2	0.067041
(782,782)(31184169,31184169)(31184169,31184170)	3_Celeg_TT	31184169	2	0.060800
(783,783)(31184170,31184170)(31184170,31184171)	3_Celeg_TT	31184170	2	0.060836
(784,784)(31184173,31184173)(31184173,31184174)	3_Celeg_TT	31184173	2	0.071448
(785,785)(31184174,31184174)(31184174,31184175)	3_Celeg_TT	31184174	2	0.072481
(786,786)(31184175,31184175)(31184175,31184176)	3_Celeg_TT	31184175	2	0.068650
(787,787)(31184176,31184176)(31184176,31184177)	3_Celeg_TT	31184176	2	0.076310
(788,788)(31184177,31184177)(31184177,31184178)	3_Celeg_TT	31184177	2	0.076115
(789,789)(31184178,31184178)(31184178,31184179)	3_Celeg_TT	31184178	2	0.070723
(790,790)(31184179,31184179)(31184179,31184180)	3_Celeg_TT	31184179	2	0.070579
(791,791)(31184180,31184180)(31184180,31184181)	3_Celeg_TT	31184180	2	0.067479
(792,792)(31184181,31184181)(31184181,31184182)	3_Celeg_TT	31184181	2	0.070543
(793,793)(31184182,31184182)(31184182,31184183)	3_Celeg_TT	31184182	2	0.067074
(794,794)(31184183,31184183)(31184183,31184184)	3_Celeg_TT	31184183	2	0.067075
(795,795)(31184184,31184184)(31184184,31184185)	3_Celeg_TT	31184184	2	0.067472
(796,796)(31184185,31184185)(31184185,31184186)	3_Celeg_TT	31184185	2	0.076701
(797,797)(31184186,31184186)(31184186,31184187)	3_Celeg_TT	31184186	2	0.077328
(798,798)(31184187,31184187)(31184187,31184188)	3_Celeg_TT	31184187	2	0.070458
(799,799)(31184188,31184188)(31184188,31184189)	3_Celeg_TT	31184188	2	0.067532
(800,800)(31184189,31184189)(31184189,31184190)	3_Celeg_TT	31184189	2	0.070595
(801,801)(31184190,31184190)(31184190,31184191)	3_Celeg_TT	31184190	2	0.064561
(802,802)(31184191,31184191)(31184191,31184192)	3_Celeg_TT	31184191	2	0.067545
(803,803)(31184192,31184192)(31184192,31184193)	3_Celeg_TT	31184192	2	0.071613
(804,804)(31184193,31184193)(31184193,31184194)	3_Celeg_TT	31184193	2	0.070360
(805,805)(31184194,31184194)(31184194,31184195)	3_Celeg_TT	31184194	2	0.070790
(806,806)(31184195,31184195)(31184195,31184196)	3_Celeg_TT	31184195	2	0.067564
(807,807)(31184196,31184196)(31184196,31184197)	3_Celeg_TT	31184196	2	0.067479
(808,808)(31184197,31184197)(31184197,31184198)	3_Celeg_TT	31184197	2	0.067572
(809,809)(31184198,31184198)(31184198,31184199)	3_Celeg_TT	31184198	2	0.067729
(810,810)(31184199,31184199)(31184199,31184200)	3_Celeg_TT	31184199	2	0.068189
(811,811)(31184200,31184200)(31184200,31184201)	3_Celeg_TT	31184200	2	0.070791
(812,812)(31184201,31184201)(31184201,31184202)	3_Celeg_TT	31184201	2	0.070789
(813,813)(31184202,31184202)(31184202,31184203)	3_Celeg_TT	31184202	2	0.067991
(814,814)(31184203,31184203)(31184203,31184204)	3_Celeg_TT	31184203	2	0.067915
(815,815)(31184204,31184204)(31184204,31184205)	3_Celeg_TT	31184204	2	0.067915
(816,816)(31184205,31184205)(31184205,31184206)	3_Celeg_TT	31184205	2	0.070864
(817,817)(31184206,31184206)(31184206,31184207)	3_Celeg_TT	31184206	2	0.068650
(818,818)(31184207,31184207)(31184207,31184208)	3_Celeg_TT	31184207	2	0.070727
(819,819)(31184208,31184208)(31184208,31184209)	3_Celeg_TT	31184208	2	0.068065
(820,820)(31184209,31184209)(31184209,31184210)	3_Celeg_TT	31184209	2	0.065928
(821,821)(31184210,31184210)(31184210,31184211)	3_Celeg_TT	31184210	2	0.068652
(822,822)(31184211,31184211)(31184211,31184212)	3_Celeg_TT	31184211	2	0.065884
(823,823)(31184212,31184212)(31184212,31184213)	3_Celeg_TT	31184212	2	0.065725
(824,824)(31184213,31184213)(31184213,31184214)	3_Celeg_TT	31184213	2	0.066873
(825,825)(31184214,31184214)(31184214,31184215)	3_Celeg_TT	31184214	2	0.067503
(826,826)(31184215,31184215)(31184215,31184216)	3_Celeg_TT	31184215	2	0.071159
(827,827)(31184216,31184216)(31184216,31184217)	3_Celeg_TT	31184216	2	0.070474
(828,828)(31184217,31184217)(31184217,31184218)	3_Celeg_TT	31184217	2	0.073482
(829,829)(31184218,31184218)(31184218,31184219)	3_Celeg_TT	31184218	2	0.070321
(830,830)(31184219,31184219)(31184219,31184220)	3_Celeg_TT	31184219	2	0.072185
(831,831)(31184220,31184220)(31184220,31184221)	3_Celeg_TT	31184220	2	0.088341
(832,832)(31184225,31184225)(31184225,31184226)	3_Celeg_TT	31184225	2	0.082816
(833,833)(31184226,31184226)(31184226,31184227)	3_Celeg_TT	31184226	2	0.082041
(834,834)(31184227,31184227)(31184227,31184228)	3_Celeg_TT	31184227	2	0.082035
(835,835)(31184228,31184228)(31184228,31184229)	3_Celeg_TT	31184228	2	0.082035
(836,836)(31184229,31184229)(31184229,31184230)	3_Celeg_TT	31184229	2	0.076407
(837,837)(31184230,31184230)(31184230,31184231)	3_Celeg_TT	31184230	2	0.077013
(838,838)(31184231,31184231)(31184231,31184232)	3_Celeg_TT	31184231	2	0.077019
(839,839)(31184232,31184232)(31184232,31184233)	3_Celeg_TT	31184232	2	0.082820
(840,840)(31184233,31184233)(31184233,31184234)	3_Celeg_TT	31184233	2	0.080549
(841,841)(31184234,31184234)(31184234,31184235)	3_Celeg_TT	31184234	2	0.083512
(842,842)(31184235,31184235)(31184235,31184236)	3_Celeg_TT	31184235	2	0.079979
(843,843)(31184236,31184236)(31184236,31184237)	3_Celeg_TT	31184236	2	0.082896
(844,844)(31184237,31184237)(31184237,31184238)	3_Celeg_TT	31184237	2	0.082854
(845,845)(31184238,31184238)(31184238,31184239)	3_Celeg_TT	31184238	2	0.081182
(846,846)(31184239,31184239)(31184239,31184240)	3_Celeg_TT	31184239	2	0.081182
(847,847)(31184240,31184240)(31184240,31184241)	3_Celeg_TT	31184240	2	0.083292
(848,848)(31184241,31184241)(31184241,31184242)	3_Celeg_TT	31184241	2	0.302750
(849,849)(31184242,31184242)(31184242,31184243)	3_Celeg_TT	31184242	2	0.081140
(850,850)(31184243,31184243)(31184243,31184244)	3_Celeg_TT	31184243	2	0.081182
(851,851)(31184244,31184244)(31184244,31184245)	3_Celeg_TT	31184244	2	0.081148
(852,852)(31184245,31184245)(31184245,31184246)	3_Celeg_TT	31184245	2	0.081141
(853,853)(31184246,31184246)(31184246,31184247)	3_Celeg_TT	31184246	2	0.081144
(854,854)(31184249,31184249)(31184249,31184250)	3_Celeg_TT	31184249	2	0.083514
(855,855)(31184250,31184250)(31184250,31184251)	3_Celeg_TT	31184250	2	0.078154
(856,856)(31184251,31184251)(31184251,31184252)	3_Celeg_TT	31184251	2	0.085312
(857,857)(31184252,31184252)(31184252,31184253)	3_Celeg_TT	31184252	2	0.074176
(858,858)(31184253,31184253)(31184253,31184254)	3_Celeg_TT	31184253	2	0.072053
(859,859)(31184254,31184254)(31184254,31184255)	3_Celeg_TT	31184254	2	0.080254
(860,860)(31184255,31184255)(31184255,31184256)	3_Celeg_TT	31184255	2	0.076958
(861,861)(31184256,31184256)(31184256,31184257)	3_Celeg_TT	31184256	2	0.079500
(862,862)(31184257,31184257)(31184257,31184258)	3_Celeg_TT	31184257	2	0.077334
(863,863)(31184258,31184258)(31184258,31184259)	3_Celeg_TT	31184258	2	0.077631
(864,864)(31184259,31184259)(31184259,31184260)	3_Celeg_TT	31184259	2	0.076405
(865,865)(31184260,31184260)(31184260,31184261)	3_Celeg_TT	31184260	2	0.074884
(866,866)(31184261,31184261)(31184261,31184262)	3_Celeg_TT	31184261	2	0.075308
(867,867)(31184262,31184262)(31184262,31184263)	3_Celeg_TT	31184262	2	0.075077
(868,868)(31184263,31184263)(31184263,31184264)	3_Celeg_TT	31184263	2	0.076196
(869,869)(31184264,31184264)(31184264,31184265)	3_Celeg_TT	31184264	2	0.076196
(870,870)(31184265,31184265)(31184265,31184266)	3_Celeg_TT	31184265	2	0.076196
(871,871)(31184266,31184266)(31184266,31184267)	3_Celeg_TT	31184266	2	0.076222
(872,872)(31184267,31184267)(31184267,31184268)	3_Celeg_TT	31184267	2	0.076223
(873,873)(31184268,31184268)(31184268,31184269)	3_Celeg_TT	31184268	2	0.070207
(874,874)(31184269,31184269)(31184269,31184270)	3_Celeg_TT	31184269	2	0.077914
(875,875)(31184270,31184270)(31184270,31184271)	3_Celeg_TT	31184270	2	0.077745
(876,876)(31184271,31184271)(31184271,31184272)	3_Celeg_TT	31184271	2	0.076363
(877,877)(31184272,31184272)(31184272,31184273)	3_Celeg_TT	31184272	2	0.077743
(878,878)(31184273,31184273)(31184273,31184274)	3_Celeg_TT	31184273	2	0.090348
(879,879)(31184274,31184274)(31184274,31184275)	3_Celeg_TT	31184274	2	0.074600
(880,880)(31184275,31184275)(31184275,31184276)	3_Celeg_TT	31184275	2	0.071759
(881,881)(31184276,31184276)(31184276,31184277)	3_Celeg_TT	31184276	2	0.071837
(882,882)(31184277,31184277)(31184277,31184278)	3_Celeg_TT	31184277	2	0.074738
(883,883)(31184278,31184278)(31184278,31184279)	3_Celeg_TT	31184278	2	0.072620
(884,884)(31184279,31184279)(31184279,31184280)	3_Celeg_TT	31184279	2	0.072620
(885,885)(31184280,31184280)(31184280,31184281)	3_Celeg_TT	31184280	2	0.073523
(886,886)(31184281,31184281)(31184281,31184282)	3_Celeg_TT	31184281	2	0.083537
(887,887)(31184282,31184282)(31184282,31184283)	3_Celeg_TT	31184282	2	0.083371
(888,888)(31184285,31184285)(31184285,31184286)	3_Celeg_TT	31184285	2	0.084749
(889,889)(31184286,31184286)(31184286,31184287)	3_Celeg_TT	31184286	2	0.083481
(890,890)(31184289,31184289)(31184289,31184290)	3_Celeg_TT	31184289	2	0.077901
(891,891)(31184290,31184290)(31184290,31184291)	3_Celeg_TT	31184290	2	0.098315
(892,892)(31184291,31184291)(31184291,31184292)	3_Celeg_TT	31184291	2	0.078163
(893,893)(31184292,31184292)(31184292,31184293)	3_Celeg_TT	31184292	2	0.082529
(894,894)(31184293,31184293)(31184293,31184294)	3_Celeg_TT	31184293	2	0.085790
(895,895)(31184294,31184294)(31184294,31184295)	3_Celeg_TT	31184294	2	0.079367
(896,896)(31184295,31184295)(31184295,31184296)	3_Celeg_TT	31184295	2	0.080097
(897,897)(31184296,31184296)(31184296,31184297)	3_Celeg_TT	31184296	2	0.080842
(898,898)(31184297,31184297)(31184297,31184298)	3_Celeg_TT	31184297	2	0.081018
(899,899)(31184298,31184298)(31184298,31184299)	3_Celeg_TT	31184298	2	0.082040
(900,900)(31184299,31184299)(31184299,31184300)	3_Celeg_TT	31184299	2	0.082643
(901,901)(31184300,31184300)(31184300,31184301)	3_Celeg_TT	31184300	2	0.084837
(902,902)(31184301,31184301)(31184301,31184302)	3_Celeg_TT	31184301	2	0.081654
(903,903)(31184305,31184305)(31184305,31184306)	3_Celeg_TT	31184305	2	0.089005
(904,904)(31184306,31184306)(31184306,31184307)	3_Celeg_TT	31184306	2	0.084168
(905,905)(31184307,31184307)(31184307,31184308)	3_Celeg_TT	31184307	2	0.086566
(906,906)(31184308,31184308)(31184308,31184309)	3_Celeg_TT	31184308	2	0.082267
(907,907)(31184309,31184309)(31184309,31184310)	3_Celeg_TT	31184309	2	0.080237
(908,908)(31184310,31184310)(31184310,31184311)	3_Celeg_TT	31184310	2	0.080256
(909,909)(31184311,31184311)(31184311,31184312)	3_Celeg_TT	31184311	2	0.080020
(910,910)(31184312,31184312)(31184312,31184313)	3_Celeg_TT	31184312	2	0.078589
(911,911)(31184313,31184313)(31184313,31184314)	3_Celeg_TT	31184313	2	0.084582
(912,912)(31184314,31184314)(31184314,31184315)	3_Celeg_TT	31184314	2	0.084614
(913,913)(31184315,31184315)(31184315,31184316)	3_Celeg_TT	31184315	2	0.078772
(914,914)(31184316,31184316)(31184316,31184317)	3_Celeg_TT	31184316	2	0.077840
(915,915)(31184322,31184322)(31184322,31184323)	3_Celeg_TT	31184322	2	0.077954
(916,916)(31184323,31184323)(31184323,31184324)	3_Celeg_TT	31184323	2	0.083518
(917,917)(31184324,31184324)(31184324,31184325)	3_Celeg_TT	31184324	2	0.083636
(918,918)(31184325,31184325)(31184325,31184326)	3_Celeg_TT	31184325	2	0.087800
(919,919)(31184326,31184326)(31184326,31184327)	3_Celeg_TT	31184326	2	0.083612
(920,920)(31184327,31184327)(31184327,31184328)	3_Celeg_TT	31184327	2	0.077710
(921,921)(31184328,31184328)(31184328,31184329)	3_Celeg_TT	31184328	2	0.072048
(922,922)(31184329,31184329)(31184329,31184330)	3_Celeg_TT	31184329	2	0.072666
(923,923)(31184330,31184330)(31184330,31184331)	3_Celeg_TT	31184330	2	0.079545
(924,924)(31184331,31184331)(31184331,31184332)	3_Celeg_TT	31184331	2	0.078205
(925,925)(31184332,31184332)(31184332,31184333)	3_Celeg_TT	31184332	2	0.078085
(926,926)(31184333,31184333)(31184333,31184334)	3_Celeg_TT	31184333	2	0.072844
(927,927)(31184334,31184334)(31184334,31184335)	3_Celeg_TT	31184334	2	0.072460
(928,928)(31184335,31184335)(31184335,31184336)	3_Celeg_TT	31184335	2	0.073366
(929,929)(31184336,31184336)(31184336,31184337)	3_Celeg_TT	31184336	2	0.073811
(930,930)(31184337,31184337)(31184337,31184338)	3_Celeg_TT	31184337	2	0.073292
(931,931)(31184338,31184338)(31184338,31184339)	3_Celeg_TT	31184338	2	0.079237
(932,932)(31184339,31184339)(31184339,31184340)	3_Celeg_TT	31184339	2	0.079287
(933,933)(31184340,31184340)(31184340,31184341)	3_Celeg_TT	31184340	2	0.073810
(934,934)(31184343,31184343)(31184343,31184344)	3_Celeg_TT	31184343	2	0.077124
(935,935)(31184347,31184347)(31184347,31184348)	3_Celeg_TT	31184347	2	0.081094
(936,936)(31184348,31184348)(31184348,31184349)	3_Celeg_TT	31184348	2	0.075273
(937,937)(31184349,31184349)(31184349,31184350)	3_Celeg_TT	31184349	2	0.075206
(938,938)(31184353,31184353)(31184353,31184354)	3_Celeg_TT	31184353	2	0.080723
(939,939)(31184354,31184354)(31184354,31184355)	3_Celeg_TT	31184354	2	0.080660
(940,940)(31184355,31184355)(31184355,31184356)	3_Celeg_TT	31184355	2	0.080681
(941,941)(31184356,31184356)(31184356,31184357)	3_Celeg_TT	31184356	2	0.081094
(942,942)(31184357,31184357)(31184357,31184358)	3_Celeg_TT	31184357	2	0.083663
(943,943)(31184358,31184358)(31184358,31184359)	3_Celeg_TT	31184358	2	0.078208
(944,944)(31184363,31184363)(31184363,31184364)	3_Celeg_TT	31184363	2	0.077717
(945,945)(31184364,31184364)(31184364,31184365)	3_Celeg_TT	31184364	2	0.071603
(946,946)(31184365,31184365)(31184365,31184366)	3_Celeg_TT	31184365	2	0.070870
(947,947)(31184366,31184366)(31184366,31184367)	3_Celeg_TT	31184366	2	0.076904
(948,948)(31184367,31184367)(31184367,31184368)	3_Celeg_TT	31184367	2	0.070324
(949,949)(31184368,31184368)(31184368,31184369)	3_Celeg_TT	31184368	2	0.069506
(950,950)(31184369,31184369)(31184369,31184370)	3_Celeg_TT	31184369	2	0.069469
(951,951)(31184370,31184370)(31184370,31184371)	3_Celeg_TT	31184370	2	0.075361
(952,952)(31184371,31184371)(31184371,31184372)	3_Celeg_TT	31184371	2	0.074973
(953,953)(31184372,31184372)(31184372,31184373)	3_Celeg_TT	31184372	2	0.074973
(954,954)(31184373,31184373)(31184373,31184374)	3_Celeg_TT	31184373	2	0.081637
(955,955)(31184374,31184374)(31184374,31184375)	3_Celeg_TT	31184374	2	0.075980
(956,956)(31184375,31184375)(31184375,31184376)	3_Celeg_TT	31184375	2	0.076840
(957,957)(31184378,31184378)(31184378,31184379)	3_Celeg_TT	31184378	2	0.067794
(958,958)(31184382,31184382)(31184382,31184383)	3_Celeg_TT	31184382	2	0.070567
(959,959)(31184383,31184383)(31184383,31184384)	3_Celeg_TT	31184383	2	0.082550
(960,960)(31184384,31184384)(31184384,31184385)	3_Celeg_TT	31184384	2	0.081891
(961,961)(31184385,31184385)(31184385,31184386)	3_Celeg_TT	31184385	2	0.074338
(962,962)(31184386,31184386)(31184386,31184387)	3_Celeg_TT	31184386	2	0.075692
(963,963)(31184387,31184387)(31184387,31184388)	3_Celeg_TT	31184387	2	0.075200
(964,964)(31184388,31184388)(31184388,31184389)	3_Celeg_TT	31184388	2	0.077749
(965,965)(31184406,31184406)(31184406,31184407)	3_Celeg_TT	31184406	2	0.093334
(966,966)(31184410,31184410)(31184410,31184411)	3_Celeg_TT	31184410	2	0.059763
(967,967)(31184411,31184411)(31184411,31184412)	3_Celeg_TT	31184411	2	0.058679
(968,968)(31184412,31184412)(31184412,31184413)	3_Celeg_TT	31184412	2	0.077893
(969,969)(31184413,31184413)(31184413,31184414)	3_Celeg_TT	31184413	2	0.085027
(970,970)(31184414,31184414)(31184414,31184415)	3_Celeg_TT	31184414	2	0.078859
(971,971)(31184415,31184415)(31184415,31184416)	3_Celeg_TT	31184415	2	0.058849
(972,972)(31184416,31184416)(31184416,31184417)	3_Celeg_TT	31184416	2	0.058838
(973,973)(31184417,31184417)(31184417,31184418)	3_Celeg_TT	31184417	2	0.066560
(974,974)(31184418,31184418)(31184418,31184419)	3_Celeg_TT	31184418	2	0.051872
(975,975)(31184419,31184419)(31184419,31184420)	3_Celeg_TT	31184419	2	0.048669
(976,976)(31184420,31184420)(31184420,31184421)	3_Celeg_TT	31184420	2	0.048714
(977,977)(31184421,31184421)(31184421,31184422)	3_Celeg_TT	31184421	2	0.055193
(978,978)(31184422,31184422)(31184422,31184423)	3_Celeg_TT	31184422	2	0.055274
(979,979)(31184423,31184423)(31184423,31184424)	3_Celeg_TT	31184423	2	0.051824
(980,980)(31184424,31184424)(31184424,31184425)	3_Celeg_TT	31184424	2	0.058433
(981,981)(31184425,31184425)(31184425,31184426)	3_Celeg_TT	31184425	2	0.052829
(982,982)(31184426,31184426)(31184426,31184427)	3_Celeg_TT	31184426	2	0.556253
(983,983)(31184427,31184427)(31184427,31184428)	3_Celeg_TT	31184427	2	0.058294
(984,984)(31184428,31184428)(31184428,31184429)	3_Celeg_TT	31184428	2	0.051225
(985,985)(31184429,31184429)(31184429,31184430)	3_Celeg_TT	31184429	2	0.050760
(986,986)(31184430,31184430)(31184430,31184431)	3_Celeg_TT	31184430	2	0.046805
(987,987)(31184431,31184431)(31184431,31184432)	3_Celeg_TT	31184431	2	0.050326
(988,988)(31184432,31184432)(31184432,31184433)	3_Celeg_TT	31184432	2	0.044404
(989,989)(31184433,31184433)(31184433,31184434)	3_Celeg_TT	31184433	2	0.038612
(990,990)(31184434,31184434)(31184434,31184435)	3_Celeg_TT	31184434	2	0.038612
(991,991)(31184435,31184435)(31184435,31184436)	3_Celeg_TT	31184435	2	0.038064
(992,992)(31184436,31184436)(31184436,31184437)	3_Celeg_TT	31184436	2	0.036835
(993,993)(31184440,31184440)(31184440,31184441)	3_Celeg_TT	31184440	2	0.091169
(994,994)(31184441,31184441)(31184441,31184442)	3_Celeg_TT	31184441	2	0.092078
(995,995)(31184442,31184442)(31184442,31184443)	3_Celeg_TT	31184442	2	0.031737
(996,996)(31184443,31184443)(31184443,31184444)	3_Celeg_TT	31184443	2	0.075862
(997,997)(31184444,31184444)(31184444,31184445)	3_Celeg_TT	31184444	2	0.076519
(998,998)(31184445,31184445)(31184445,31184446)	3_Celeg_TT	31184445	2	0.081511
(999,999)(31184446,31184446)(31184446,31184447)	3_Celeg_TT	31184446	2	0.077338
(1000,1000)(31184447,31184447)(31184447,31184448)	3_Celeg_TT	31184447	2	0.080369
(1001,1001)(31184451,31184451)(31184451,31184452)	3_Celeg_TT	31184451	2	0.025588
(1002,1002)(31184452,31184452)(31184452,31184453)	3_Celeg_TT	31184452	2	0.026566
(1003,1003)(31184453,31184453)(31184453,31184454)	3_Celeg_TT	31184453	2	0.026312
(1004,1004)(31184454,31184454)(31184454,31184455)	3_Celeg_TT	31184454	2	0.027060
(1005,1005)(31184461,31184461)(31184461,31184462)	3_Celeg_TT	31184461	2	0.032067
(1006,1006)(31184462,31184462)(31184462,31184463)	3_Celeg_TT	31184462	2	0.032053
(1007,1007)(31184463,31184463)(31184463,31184464)	3_Celeg_TT	31184463	2	0.031870
(1008,1008)(31184464,31184464)(31184464,31184465)	3_Celeg_TT	31184464	2	0.031854
(1009,1009)(31184465,31184465)(31184465,31184466)	3_Celeg_TT	31184465	2	0.022096
(1010,1010)(31184466,31184466)(31184466,31184467)	3_Celeg_TT	31184466	2	0.057434
(1011,1011)(31184467,31184467)(31184467,31184468)	3_Celeg_TT	31184467	2	0.068443
(1012,1012)(31184468,31184468)(31184468,31184469)	3_Celeg_TT	31184468	2	0.081782
(1013,1013)(31184469,31184469)(31184469,31184470)	3_Celeg_TT	31184469	2	0.058809
(1014,1014)(31184470,31184470)(31184470,31184471)	3_Celeg_TT	31184470	2	0.014379
(1015,1015)(31184471,31184471)(31184471,31184472)	3_Celeg_TT	31184471	2	0.014377
(1016,1016)(31184472,31184472)(31184472,31184473)	3_Celeg_TT	31184472	2	0.014162
(1017,1017)(31184473,31184473)(31184473,31184474)	3_Celeg_TT	31184473	2	0.011199
(1018,1018)(31184474,31184474)(31184474,31184475)	3_Celeg_TT	31184474	2	0.012529
(1019,1019)(31184475,31184475)(31184475,31184476)	3_Celeg_TT	31184475	2	0.011176
(1020,1020)(31184476,31184476)(31184476,31184477)	3_Celeg_TT	31184476	2	0.064369
(1021,1021)(31184477,31184477)(31184477,31184478)	3_Celeg_TT	31184477	2	0.010845
(1022,1022)(31184478,31184478)(31184478,31184479)	3_Celeg_TT	31184478	2	0.012895
(1023,1023)(31184479,31184479)(31184479,31184480)	3_Celeg_TT	31184479	2	0.010460
(1024,1024)(31184480,31184480)(31184480,31184481)	3_Celeg_TT	31184480	2	0.013356
(1025,1025)(31184481,31184481)(31184481,31184482)	3_Celeg_TT	31184481	2	0.012895
(1026,1026)(31184482,31184482)(31184482,31184483)	3_Celeg_TT	31184482	2	0.009166
(1027,1027)(31184483,31184483)(31184483,31184484)	3_Celeg_TT	31184483	2	0.010747
(1028,1028)(31184484,31184484)(31184484,31184485)	3_Celeg_TT	31184484	2	0.009457
(1029,1029)(31184485,31184485)(31184485,31184486)	3_Celeg_TT	31184485	2	0.010392
(1030,1030)(31184486,31184486)(31184486,31184487)	3_Celeg_TT	31184486	2	0.011756
(1031,1031)(31184487,31184487)(31184487,31184488)	3_Celeg_TT	31184487	2	0.011700
(1032,1032)(31184488,31184488)(31184488,31184489)	3_Celeg_TT	31184488	2	0.011362
(1033,1033)(31184489,31184489)(31184489,31184490)	3_Celeg_TT	31184489	2	0.075378
(1034,1034)(31184490,31184490)(31184490,31184491)	3_Celeg_TT	31184490	2	0.061853
(1035,1035)(31184491,31184491)(31184491,31184492)	3_Celeg_TT	31184491	2	0.013201
(1036,1036)(31184492,31184492)(31184492,31184493)	3_Celeg_TT	31184492	2	0.013228
(1037,1037)(31184493,31184493)(31184493,31184494)	3_Celeg_TT	31184493	2	0.013442
(1038,1038)(31184494,31184494)(31184494,31184495)	3_Celeg_TT	31184494	2	0.009750
(1039,1039)(31184495,31184495)(31184495,31184496)	3_Celeg_TT	31184495	2	0.009750
(1040,1040)(31184496,31184496)(31184496,31184497)	3_Celeg_TT	31184496	2	0.012848
(1041,1041)(31184497,31184497)(31184497,31184498)	3_Celeg_TT	31184497	2	0.009741
(1042,1042)(31184498,31184498)(31184498,31184499)	3_Celeg_TT	31184498	2	0.009741
(1043,1043)(31184499,31184499)(31184499,31184500)	3_Celeg_TT	31184499	2	0.009741
(1044,1044)(31184500,31184500)(31184500,31184501)	3_Celeg_TT	31184500	2	0.011022
(1045,1045)(31184501,31184501)(31184501,31184502)	3_Celeg_TT	31184501	2	0.013069
(1046,1046)(31184502,31184502)(31184502,31184503)	3_Celeg_TT	31184502	2	0.013598
(1047,1047)(31184503,31184503)(31184503,31184504)	3_Celeg_TT	31184503	2	0.014995
(1048,1048)(31184504,31184504)(31184504,31184505)	3_Celeg_TT	31184504	2	0.014218
(1049,1049)(31184505,31184505)(31184505,31184506)	3_Celeg_TT	31184505	2	0.012226
(1050,1050)(31184506,31184506)(31184506,31184507)	3_Celeg_TT	31184506	2	0.011792
(1051,1051)(31184507,31184507)(31184507,31184508)	3_Celeg_TT	31184507	2	0.011908
(1052,1052)(31184508,31184508)(31184508,31184509)	3_Celeg_TT	31184508	2	0.011908
(1053,1053)(31184509,31184509)(31184509,31184510)	3_Celeg_TT	31184509	2	0.011845
(1054,1054)(31184510,31184510)(31184510,31184511)	3_Celeg_TT	31184510	2	0.011906
(1055,1055)(31184511,31184511)(31184511,31184512)	3_Celeg_TT	31184511	2	0.014692
(1056,1056)(31184512,31184512)(31184512,31184513)	3_Celeg_TT	31184512	2	0.013682
(1057,1057)(31184513,31184513)(31184513,31184514)	3_Celeg_TT	31184513	2	0.013390
(1058,1058)(31184514,31184514)(31184514,31184515)	3_Celeg_TT	31184514	2	0.013393
(1059,1059)(31184515,31184515)(31184515,31184516)	3_Celeg_TT	31184515	2	0.013391
(1060,1060)(31184516,31184516)(31184516,31184517)	3_Celeg_TT	31184516	2	0.012892
(1061,1061)(31184517,31184517)(31184517,31184518)	3_Celeg_TT	31184517	2	0.016071
(1062,1062)(31184518,31184518)(31184518,31184519)	3_Celeg_TT	31184518	2	0.063768
(1063,1063)(31184520,31184520)(31184520,31184521)	3_Celeg_TT	31184520	2	0.019242
(1064,1064)(31184521,31184521)(31184521,31184522)	3_Celeg_TT	31184521	2	0.020226
(1065,1065)(31184522,31184522)(31184522,31184523)	3_Celeg_TT	31184522	2	0.019396
(1066,1066)(31184523,31184523)(31184523,31184524)	3_Celeg_TT	31184523	2	0.013004
(1067,1067)(31184524,31184524)(31184524,31184525)	3_Celeg_TT	31184524	2	0.010989
(1068,1068)(31184525,31184525)(31184525,31184526)	3_Celeg_TT	31184525	2	0.017825
(1069,1069)(31184526,31184526)(31184526,31184527)	3_Celeg_TT	31184526	2	0.017040
(1070,1070)(31184527,31184527)(31184527,31184528)	3_Celeg_TT	31184527	2	0.017037
(1071,1071)(31184528,31184528)(31184528,31184529)	3_Celeg_TT	31184528	2	0.019358
(1072,1072)(31184529,31184529)(31184529,31184530)	3_Celeg_TT	31184529	2	0.017183
(1073,1073)(31184530,31184530)(31184530,31184531)	3_Celeg_TT	31184530	2	0.017287
(1074,1074)(31184531,31184531)(31184531,31184532)	3_Celeg_TT	31184531	2	0.014591
(1075,1075)(31184532,31184532)(31184532,31184533)	3_Celeg_TT	31184532	2	0.015145
(1076,1076)(31184533,31184533)(31184533,31184534)	3_Celeg_TT	31184533	2	0.015176
(1077,1077)(31184534,31184534)(31184534,31184535)	3_Celeg_TT	31184534	2	0.021657
(1078,1078)(31184535,31184535)(31184535,31184536)	3_Celeg_TT	31184535	2	0.019747
(1079,1079)(31184536,31184536)(31184536,31184537)	3_Celeg_TT	31184536	2	0.015160
(1080,1080)(31184537,31184537)(31184537,31184538)	3_Celeg_TT	31184537	2	0.015160
(1081,1081)(31184538,31184538)(31184538,31184539)	3_Celeg_TT	31184538	2	0.017943
(1082,1082)(31184539,31184539)(31184539,31184540)	3_Celeg_TT	31184539	2	0.017460
(1083,1083)(31184540,31184540)(31184540,31184541)	3_Celeg_TT	31184540	2	0.017321
(1084,1084)(31184541,31184541)(31184541,31184542)	3_Celeg_TT	31184541	2	0.015186
