region	chr	midPos	Nsites
(2389,2389)(31184780,31184780)(31184780,31184781)	3_Celeg_TT	31184780	2	0.015382
(2390,2390)(31184781,31184781)(31184781,31184782)	3_Celeg_TT	31184781	2	0.015244
(2391,2391)(31184782,31184782)(31184782,31184783)	3_Celeg_TT	31184782	2	0.014343
(2392,2392)(31184783,31184783)(31184783,31184784)	3_Celeg_TT	31184783	2	0.016018
(2393,2393)(31184784,31184784)(31184784,31184785)	3_Celeg_TT	31184784	2	0.016001
(2394,2394)(31184785,31184785)(31184785,31184786)	3_Celeg_TT	31184785	2	0.017520
(2395,2395)(31184786,31184786)(31184786,31184787)	3_Celeg_TT	31184786	2	0.017469
(2396,2396)(31184787,31184787)(31184787,31184788)	3_Celeg_TT	31184787	2	0.016183
(2397,2397)(31184788,31184788)(31184788,31184789)	3_Celeg_TT	31184788	2	0.024651
(2398,2398)(31184789,31184789)(31184789,31184790)	3_Celeg_TT	31184789	2	0.020974
(2399,2399)(31184790,31184790)(31184790,31184791)	3_Celeg_TT	31184790	2	0.017910
(2400,2400)(31184791,31184791)(31184791,31184792)	3_Celeg_TT	31184791	2	0.016468
(2401,2401)(31184792,31184792)(31184792,31184793)	3_Celeg_TT	31184792	2	0.013874
(2402,2402)(31184793,31184793)(31184793,31184794)	3_Celeg_TT	31184793	2	0.012104
(2403,2403)(31184794,31184794)(31184794,31184795)	3_Celeg_TT	31184794	2	0.011866
(2404,2404)(31184795,31184795)(31184795,31184796)	3_Celeg_TT	31184795	2	0.014893
(2405,2405)(31184796,31184796)(31184796,31184797)	3_Celeg_TT	31184796	2	0.012543
(2406,2406)(31184797,31184797)(31184797,31184798)	3_Celeg_TT	31184797	2	0.013463
(2407,2407)(31184798,31184798)(31184798,31184799)	3_Celeg_TT	31184798	2	0.015358
(2408,2408)(31184799,31184799)(31184799,31184800)	3_Celeg_TT	31184799	2	0.012337
(2409,2409)(31184800,31184800)(31184800,31184801)	3_Celeg_TT	31184800	2	0.015393
(2410,2410)(31184801,31184801)(31184801,31184802)	3_Celeg_TT	31184801	2	0.014553
(2411,2411)(31184802,31184802)(31184802,31184803)	3_Celeg_TT	31184802	2	0.012049
(2412,2412)(31184803,31184803)(31184803,31184804)	3_Celeg_TT	31184803	2	0.012578
(2413,2413)(31184804,31184804)(31184804,31184805)	3_Celeg_TT	31184804	2	0.017523
(2414,2414)(31184805,31184805)(31184805,31184806)	3_Celeg_TT	31184805	2	0.022931
(2415,2415)(31184806,31184806)(31184806,31184807)	3_Celeg_TT	31184806	2	0.012521
(2416,2416)(31184807,31184807)(31184807,31184808)	3_Celeg_TT	31184807	2	0.012860
(2417,2417)(31184808,31184808)(31184808,31184809)	3_Celeg_TT	31184808	2	0.013014
(2418,2418)(31184809,31184809)(31184809,31184810)	3_Celeg_TT	31184809	2	0.014223
(2419,2419)(31184810,31184810)(31184810,31184811)	3_Celeg_TT	31184810	2	0.013302
(2420,2420)(31184811,31184811)(31184811,31184812)	3_Celeg_TT	31184811	2	0.013956
(2421,2421)(31184812,31184812)(31184812,31184813)	3_Celeg_TT	31184812	2	0.012968
(2422,2422)(31184813,31184813)(31184813,31184814)	3_Celeg_TT	31184813	2	0.015731
(2423,2423)(31184814,31184814)(31184814,31184815)	3_Celeg_TT	31184814	2	0.015008
(2424,2424)(31184815,31184815)(31184815,31184816)	3_Celeg_TT	31184815	2	0.014925
(2425,2425)(31184816,31184816)(31184816,31184817)	3_Celeg_TT	31184816	2	0.013118
(2426,2426)(31184819,31184819)(31184819,31184820)	3_Celeg_TT	31184819	2	0.093038
(2427,2427)(31184820,31184820)(31184820,31184821)	3_Celeg_TT	31184820	2	0.096716
(2428,2428)(31184821,31184821)(31184821,31184822)	3_Celeg_TT	31184821	2	0.090332
(2429,2429)(31184822,31184822)(31184822,31184823)	3_Celeg_TT	31184822	2	0.017841
(2430,2430)(31184823,31184823)(31184823,31184824)	3_Celeg_TT	31184823	2	0.016503
(2431,2431)(31184824,31184824)(31184824,31184825)	3_Celeg_TT	31184824	2	0.017876
(2432,2432)(31184825,31184825)(31184825,31184826)	3_Celeg_TT	31184825	2	0.013870
(2433,2433)(31184826,31184826)(31184826,31184827)	3_Celeg_TT	31184826	2	0.013876
(2434,2434)(31184827,31184827)(31184827,31184828)	3_Celeg_TT	31184827	2	0.013868
(2435,2435)(31184828,31184828)(31184828,31184829)	3_Celeg_TT	31184828	2	0.019452
(2436,2436)(31184829,31184829)(31184829,31184830)	3_Celeg_TT	31184829	2	0.013783
(2437,2437)(31184830,31184830)(31184830,31184831)	3_Celeg_TT	31184830	2	0.019966
(2438,2438)(31184831,31184831)(31184831,31184832)	3_Celeg_TT	31184831	2	0.015612
(2439,2439)(31184832,31184832)(31184832,31184833)	3_Celeg_TT	31184832	2	0.014895
(2440,2440)(31184833,31184833)(31184833,31184834)	3_Celeg_TT	31184833	2	0.014246
(2441,2441)(31184834,31184834)(31184834,31184835)	3_Celeg_TT	31184834	2	0.019921
(2442,2442)(31184835,31184835)(31184835,31184836)	3_Celeg_TT	31184835	2	0.019931
(2443,2443)(31184836,31184836)(31184836,31184837)	3_Celeg_TT	31184836	2	0.017595
(2444,2444)(31184837,31184837)(31184837,31184838)	3_Celeg_TT	31184837	2	0.016888
(2445,2445)(31184838,31184838)(31184838,31184839)	3_Celeg_TT	31184838	2	0.017596
(2446,2446)(31184839,31184839)(31184839,31184840)	3_Celeg_TT	31184839	2	0.018193
(2447,2447)(31184840,31184840)(31184840,31184841)	3_Celeg_TT	31184840	2	0.021179
(2448,2448)(31184841,31184841)(31184841,31184842)	3_Celeg_TT	31184841	2	0.025014
(2449,2449)(31184842,31184842)(31184842,31184843)	3_Celeg_TT	31184842	2	0.035552
(2450,2450)(31184843,31184843)(31184843,31184844)	3_Celeg_TT	31184843	2	0.027212
(2451,2451)(31184844,31184844)(31184844,31184845)	3_Celeg_TT	31184844	2	0.026200
(2452,2452)(31184845,31184845)(31184845,31184846)	3_Celeg_TT	31184845	2	0.026552
(2453,2453)(31184846,31184846)(31184846,31184847)	3_Celeg_TT	31184846	2	0.026171
(2454,2454)(31184847,31184847)(31184847,31184848)	3_Celeg_TT	31184847	2	0.024921
(2455,2455)(31184848,31184848)(31184848,31184849)	3_Celeg_TT	31184848	2	0.025278
(2456,2456)(31184849,31184849)(31184849,31184850)	3_Celeg_TT	31184849	2	0.024946
(2457,2457)(31184850,31184850)(31184850,31184851)	3_Celeg_TT	31184850	2	0.030730
(2458,2458)(31184851,31184851)(31184851,31184852)	3_Celeg_TT	31184851	2	0.024653
(2459,2459)(31184852,31184852)(31184852,31184853)	3_Celeg_TT	31184852	2	0.024756
(2460,2460)(31184853,31184853)(31184853,31184854)	3_Celeg_TT	31184853	2	0.026467
(2461,2461)(31184854,31184854)(31184854,31184855)	3_Celeg_TT	31184854	2	0.025943
(2462,2462)(31184855,31184855)(31184855,31184856)	3_Celeg_TT	31184855	2	0.024817
(2463,2463)(31184856,31184856)(31184856,31184857)	3_Celeg_TT	31184856	2	0.031624
(2464,2464)(31184857,31184857)(31184857,31184858)	3_Celeg_TT	31184857	2	0.026820
(2465,2465)(31184858,31184858)(31184858,31184859)	3_Celeg_TT	31184858	2	0.026742
(2466,2466)(31184859,31184859)(31184859,31184860)	3_Celeg_TT	31184859	2	0.026493
(2467,2467)(31184860,31184860)(31184860,31184861)	3_Celeg_TT	31184860	2	0.027069
(2468,2468)(31184861,31184861)(31184861,31184862)	3_Celeg_TT	31184861	2	0.027399
(2469,2469)(31184862,31184862)(31184862,31184863)	3_Celeg_TT	31184862	2	0.027201
(2470,2470)(31184863,31184863)(31184863,31184864)	3_Celeg_TT	31184863	2	0.026643
(2471,2471)(31184864,31184864)(31184864,31184865)	3_Celeg_TT	31184864	2	0.026764
(2472,2472)(31184865,31184865)(31184865,31184866)	3_Celeg_TT	31184865	2	0.032028
(2473,2473)(31184866,31184866)(31184866,31184867)	3_Celeg_TT	31184866	2	0.031383
(2474,2474)(31184867,31184867)(31184867,31184868)	3_Celeg_TT	31184867	2	0.031212
(2475,2475)(31184868,31184868)(31184868,31184869)	3_Celeg_TT	31184868	2	0.027227
(2476,2476)(31184869,31184869)(31184869,31184870)	3_Celeg_TT	31184869	2	0.033023
(2477,2477)(31184870,31184870)(31184870,31184871)	3_Celeg_TT	31184870	2	0.032670
(2478,2478)(31184871,31184871)(31184871,31184872)	3_Celeg_TT	31184871	2	0.032814
(2479,2479)(31184872,31184872)(31184872,31184873)	3_Celeg_TT	31184872	2	0.036541
(2480,2480)(31184873,31184873)(31184873,31184874)	3_Celeg_TT	31184873	2	0.020759
(2481,2481)(31184875,31184875)(31184875,31184876)	3_Celeg_TT	31184875	2	0.108405
(2482,2482)(31184876,31184876)(31184876,31184877)	3_Celeg_TT	31184876	2	0.027380
(2483,2483)(31184877,31184877)(31184877,31184878)	3_Celeg_TT	31184877	2	0.033268
(2484,2484)(31184878,31184878)(31184878,31184879)	3_Celeg_TT	31184878	2	0.028962
(2485,2485)(31184879,31184879)(31184879,31184880)	3_Celeg_TT	31184879	2	0.027766
(2486,2486)(31184880,31184880)(31184880,31184881)	3_Celeg_TT	31184880	2	0.028531
(2487,2487)(31184881,31184881)(31184881,31184882)	3_Celeg_TT	31184881	2	0.028414
(2488,2488)(31184882,31184882)(31184882,31184883)	3_Celeg_TT	31184882	2	0.028272
(2489,2489)(31184883,31184883)(31184883,31184884)	3_Celeg_TT	31184883	2	0.033596
(2490,2490)(31184884,31184884)(31184884,31184885)	3_Celeg_TT	31184884	2	0.703625
(2491,2491)(31184885,31184885)(31184885,31184886)	3_Celeg_TT	31184885	2	0.028373
(2492,2492)(31184886,31184886)(31184886,31184887)	3_Celeg_TT	31184886	2	0.028132
(2493,2493)(31184887,31184887)(31184887,31184888)	3_Celeg_TT	31184887	2	0.032390
(2494,2494)(31184888,31184888)(31184888,31184889)	3_Celeg_TT	31184888	2	0.025708
(2495,2495)(31184889,31184889)(31184889,31184890)	3_Celeg_TT	31184889	2	0.032034
(2496,2496)(31184890,31184890)(31184890,31184891)	3_Celeg_TT	31184890	2	0.029508
(2497,2497)(31184891,31184891)(31184891,31184892)	3_Celeg_TT	31184891	2	0.030490
(2498,2498)(31184892,31184892)(31184892,31184893)	3_Celeg_TT	31184892	2	0.033865
(2499,2499)(31184893,31184893)(31184893,31184894)	3_Celeg_TT	31184893	2	0.040468
(2500,2500)(31184894,31184894)(31184894,31184895)	3_Celeg_TT	31184894	2	0.037307
(2501,2501)(31184895,31184895)(31184895,31184896)	3_Celeg_TT	31184895	2	0.032229
(2502,2502)(31184896,31184896)(31184896,31184897)	3_Celeg_TT	31184896	2	0.032217
(2503,2503)(31184897,31184897)(31184897,31184898)	3_Celeg_TT	31184897	2	0.027347
(2504,2504)(31184898,31184898)(31184898,31184899)	3_Celeg_TT	31184898	2	0.031916
(2505,2505)(31184899,31184899)(31184899,31184900)	3_Celeg_TT	31184899	2	0.031782
(2506,2506)(31184900,31184900)(31184900,31184901)	3_Celeg_TT	31184900	2	0.027585
(2507,2507)(31184901,31184901)(31184901,31184902)	3_Celeg_TT	31184901	2	0.027037
(2508,2508)(31184902,31184902)(31184902,31184903)	3_Celeg_TT	31184902	2	0.026465
(2509,2509)(31184903,31184903)(31184903,31184904)	3_Celeg_TT	31184903	2	0.026706
(2510,2510)(31184904,31184904)(31184904,31184905)	3_Celeg_TT	31184904	2	0.026648
(2511,2511)(31184905,31184905)(31184905,31184906)	3_Celeg_TT	31184905	2	0.027376
(2512,2512)(31184906,31184906)(31184906,31184907)	3_Celeg_TT	31184906	2	0.027318
(2513,2513)(31184907,31184907)(31184907,31184908)	3_Celeg_TT	31184907	2	0.027306
(2514,2514)(31184908,31184908)(31184908,31184909)	3_Celeg_TT	31184908	2	0.027768
(2515,2515)(31184909,31184909)(31184909,31184910)	3_Celeg_TT	31184909	2	0.027613
(2516,2516)(31184910,31184910)(31184910,31184911)	3_Celeg_TT	31184910	2	0.028804
(2517,2517)(31184911,31184911)(31184911,31184912)	3_Celeg_TT	31184911	2	0.027893
(2518,2518)(31184912,31184912)(31184912,31184913)	3_Celeg_TT	31184912	2	0.033113
(2519,2519)(31184913,31184913)(31184913,31184914)	3_Celeg_TT	31184913	2	0.035656
(2520,2520)(31184914,31184914)(31184914,31184915)	3_Celeg_TT	31184914	2	0.033720
(2521,2521)(31184915,31184915)(31184915,31184916)	3_Celeg_TT	31184915	2	0.033861
(2522,2522)(31184916,31184916)(31184916,31184917)	3_Celeg_TT	31184916	2	0.033864
(2523,2523)(31184917,31184917)(31184917,31184918)	3_Celeg_TT	31184917	2	0.034901
(2524,2524)(31184918,31184918)(31184918,31184919)	3_Celeg_TT	31184918	2	0.046502
(2525,2525)(31184919,31184919)(31184919,31184920)	3_Celeg_TT	31184919	2	0.047587
(2526,2526)(31184920,31184920)(31184920,31184921)	3_Celeg_TT	31184920	2	0.053079
(2527,2527)(31184921,31184921)(31184921,31184922)	3_Celeg_TT	31184921	2	0.843386
(2528,2528)(31184922,31184922)(31184922,31184923)	3_Celeg_TT	31184922	2	0.097853
(2529,2529)(31184923,31184923)(31184923,31184924)	3_Celeg_TT	31184923	2	0.103289
(2530,2530)(31184924,31184924)(31184924,31184925)	3_Celeg_TT	31184924	2	0.094195
(2531,2531)(31184925,31184925)(31184925,31184926)	3_Celeg_TT	31184925	2	0.096125
(2532,2532)(31184926,31184926)(31184926,31184927)	3_Celeg_TT	31184926	2	0.055309
(2533,2533)(31184927,31184927)(31184927,31184928)	3_Celeg_TT	31184927	2	0.048632
(2534,2534)(31184928,31184928)(31184928,31184929)	3_Celeg_TT	31184928	2	0.048285
(2535,2535)(31184929,31184929)(31184929,31184930)	3_Celeg_TT	31184929	2	0.037889
(2536,2536)(31184930,31184930)(31184930,31184931)	3_Celeg_TT	31184930	2	0.043736
(2537,2537)(31184931,31184931)(31184931,31184932)	3_Celeg_TT	31184931	2	0.044673
(2538,2538)(31184932,31184932)(31184932,31184933)	3_Celeg_TT	31184932	2	0.047097
(2539,2539)(31184933,31184933)(31184933,31184934)	3_Celeg_TT	31184933	2	0.035704
(2540,2540)(31184934,31184934)(31184934,31184935)	3_Celeg_TT	31184934	2	0.040947
(2541,2541)(31184935,31184935)(31184935,31184936)	3_Celeg_TT	31184935	2	0.041820
(2542,2542)(31184936,31184936)(31184936,31184937)	3_Celeg_TT	31184936	2	0.144928
(2543,2543)(31184937,31184937)(31184937,31184938)	3_Celeg_TT	31184937	2	0.039213
(2544,2544)(31184938,31184938)(31184938,31184939)	3_Celeg_TT	31184938	2	0.043045
(2545,2545)(31184939,31184939)(31184939,31184940)	3_Celeg_TT	31184939	2	0.041888
(2546,2546)(31184940,31184940)(31184940,31184941)	3_Celeg_TT	31184940	2	0.046831
(2547,2547)(31184941,31184941)(31184941,31184942)	3_Celeg_TT	31184941	2	0.050501
(2548,2548)(31184942,31184942)(31184942,31184943)	3_Celeg_TT	31184942	2	0.041495
(2549,2549)(31184943,31184943)(31184943,31184944)	3_Celeg_TT	31184943	2	0.043952
(2550,2550)(31184944,31184944)(31184944,31184945)	3_Celeg_TT	31184944	2	0.128668
(2551,2551)(31184945,31184945)(31184945,31184946)	3_Celeg_TT	31184945	2	0.082924
(2552,2552)(31184946,31184946)(31184946,31184947)	3_Celeg_TT	31184946	2	0.073205
(2553,2553)(31184947,31184947)(31184947,31184948)	3_Celeg_TT	31184947	2	0.072790
(2554,2554)(31184948,31184948)(31184948,31184949)	3_Celeg_TT	31184948	2	0.073288
(2555,2555)(31184949,31184949)(31184949,31184950)	3_Celeg_TT	31184949	2	0.063554
(2556,2556)(31184950,31184950)(31184950,31184951)	3_Celeg_TT	31184950	2	0.046252
(2557,2557)(31184951,31184951)(31184951,31184952)	3_Celeg_TT	31184951	2	0.040184
(2558,2558)(31184952,31184952)(31184952,31184953)	3_Celeg_TT	31184952	2	0.044790
(2559,2559)(31184953,31184953)(31184953,31184954)	3_Celeg_TT	31184953	2	0.046623
(2560,2560)(31184954,31184954)(31184954,31184955)	3_Celeg_TT	31184954	2	0.029823
(2561,2561)(31184955,31184955)(31184955,31184956)	3_Celeg_TT	31184955	2	0.029994
(2562,2562)(31184956,31184956)(31184956,31184957)	3_Celeg_TT	31184956	2	0.032218
(2563,2563)(31184957,31184957)(31184957,31184958)	3_Celeg_TT	31184957	2	0.032997
(2564,2564)(31184958,31184958)(31184958,31184959)	3_Celeg_TT	31184958	2	0.034460
(2565,2565)(31184959,31184959)(31184959,31184960)	3_Celeg_TT	31184959	2	0.030346
(2566,2566)(31184960,31184960)(31184960,31184961)	3_Celeg_TT	31184960	2	0.033254
(2567,2567)(31184961,31184961)(31184961,31184962)	3_Celeg_TT	31184961	2	0.033881
(2568,2568)(31184962,31184962)(31184962,31184963)	3_Celeg_TT	31184962	2	0.037215
(2569,2569)(31184963,31184963)(31184963,31184964)	3_Celeg_TT	31184963	2	0.032724
(2570,2570)(31184964,31184964)(31184964,31184965)	3_Celeg_TT	31184964	2	0.015468
(2571,2571)(31184965,31184965)(31184965,31184966)	3_Celeg_TT	31184965	2	0.034125
(2572,2572)(31184966,31184966)(31184966,31184967)	3_Celeg_TT	31184966	2	0.032870
(2573,2573)(31184967,31184967)(31184967,31184968)	3_Celeg_TT	31184967	2	0.033549
(2574,2574)(31184968,31184968)(31184968,31184969)	3_Celeg_TT	31184968	2	0.033895
(2575,2575)(31184969,31184969)(31184969,31184970)	3_Celeg_TT	31184969	2	0.030446
(2576,2576)(31184970,31184970)(31184970,31184971)	3_Celeg_TT	31184970	2	0.037154
(2577,2577)(31184971,31184971)(31184971,31184972)	3_Celeg_TT	31184971	2	0.032862
(2578,2578)(31184972,31184972)(31184972,31184973)	3_Celeg_TT	31184972	2	0.070753
(2579,2579)(31184973,31184973)(31184973,31184974)	3_Celeg_TT	31184973	2	0.079542
(2580,2580)(31184974,31184974)(31184974,31184975)	3_Celeg_TT	31184974	2	0.069118
(2581,2581)(31184975,31184975)(31184975,31184976)	3_Celeg_TT	31184975	2	0.037103
(2582,2582)(31184976,31184976)(31184976,31184977)	3_Celeg_TT	31184976	2	0.056231
(2583,2583)(31184977,31184977)(31184977,31184978)	3_Celeg_TT	31184977	2	0.037927
(2584,2584)(31184978,31184978)(31184978,31184979)	3_Celeg_TT	31184978	2	0.027477
(2585,2585)(31184979,31184979)(31184979,31184980)	3_Celeg_TT	31184979	2	0.027486
(2586,2586)(31184980,31184980)(31184980,31184981)	3_Celeg_TT	31184980	2	0.043967
(2587,2587)(31184981,31184981)(31184981,31184982)	3_Celeg_TT	31184981	2	0.060361
(2588,2588)(31184982,31184982)(31184982,31184983)	3_Celeg_TT	31184982	2	0.049670
(2589,2589)(31184983,31184983)(31184983,31184984)	3_Celeg_TT	31184983	2	0.033012
(2590,2590)(31184984,31184984)(31184984,31184985)	3_Celeg_TT	31184984	2	0.048818
(2591,2591)(31184985,31184985)(31184985,31184986)	3_Celeg_TT	31184985	2	0.054711
(2592,2592)(31184986,31184986)(31184986,31184987)	3_Celeg_TT	31184986	2	0.041360
(2593,2593)(31184987,31184987)(31184987,31184988)	3_Celeg_TT	31184987	2	0.077519
(2594,2594)(31184988,31184988)(31184988,31184989)	3_Celeg_TT	31184988	2	0.075779
(2595,2595)(31184989,31184989)(31184989,31184990)	3_Celeg_TT	31184989	2	0.077903
(2596,2596)(31184990,31184990)(31184990,31184991)	3_Celeg_TT	31184990	2	0.090912
(2597,2597)(31184991,31184991)(31184991,31184992)	3_Celeg_TT	31184991	2	0.088485
(2598,2598)(31184992,31184992)(31184992,31184993)	3_Celeg_TT	31184992	2	0.101420
(2599,2599)(31184993,31184993)(31184993,31184994)	3_Celeg_TT	31184993	2	0.105400
(2600,2600)(31184996,31184996)(31184996,31184997)	3_Celeg_TT	31184996	2	0.106997
(2601,2601)(31184997,31184997)(31184997,31184998)	3_Celeg_TT	31184997	2	0.041161
(2602,2602)(31184998,31184998)(31184998,31184999)	3_Celeg_TT	31184998	2	0.037242
(2603,2603)(31184999,31184999)(31184999,31185000)	3_Celeg_TT	31184999	2	0.036737
(2604,2604)(31185000,31185000)(31185000,31185001)	3_Celeg_TT	31185000	2	0.027237
(2605,2605)(31185001,31185001)(31185001,31185002)	3_Celeg_TT	31185001	2	0.031011
(2606,2606)(31185002,31185002)(31185002,31185003)	3_Celeg_TT	31185002	2	0.022504
(2607,2607)(31185003,31185003)(31185003,31185004)	3_Celeg_TT	31185003	2	0.026758
(2608,2608)(31185004,31185004)(31185004,31185005)	3_Celeg_TT	31185004	2	0.023748
(2609,2609)(31185005,31185005)(31185005,31185006)	3_Celeg_TT	31185005	2	0.024566
(2610,2610)(31185006,31185006)(31185006,31185007)	3_Celeg_TT	31185006	2	0.028879
(2611,2611)(31185007,31185007)(31185007,31185008)	3_Celeg_TT	31185007	2	0.030282
(2612,2612)(31185008,31185008)(31185008,31185009)	3_Celeg_TT	31185008	2	0.024494
(2613,2613)(31185009,31185009)(31185009,31185010)	3_Celeg_TT	31185009	2	0.025105
(2614,2614)(31185010,31185010)(31185010,31185011)	3_Celeg_TT	31185010	2	0.027221
(2615,2615)(31185011,31185011)(31185011,31185012)	3_Celeg_TT	31185011	2	0.025790
(2616,2616)(31185012,31185012)(31185012,31185013)	3_Celeg_TT	31185012	2	0.025391
(2617,2617)(31185013,31185013)(31185013,31185014)	3_Celeg_TT	31185013	2	0.024459
(2618,2618)(31185014,31185014)(31185014,31185015)	3_Celeg_TT	31185014	2	0.055190
(2619,2619)(31185015,31185015)(31185015,31185016)	3_Celeg_TT	31185015	2	0.050503
(2620,2620)(31185016,31185016)(31185016,31185017)	3_Celeg_TT	31185016	2	0.021583
(2621,2621)(31185017,31185017)(31185017,31185018)	3_Celeg_TT	31185017	2	0.026609
(2622,2622)(31185018,31185018)(31185018,31185019)	3_Celeg_TT	31185018	2	0.022486
(2623,2623)(31185019,31185019)(31185019,31185020)	3_Celeg_TT	31185019	2	0.026480
(2624,2624)(31185020,31185020)(31185020,31185021)	3_Celeg_TT	31185020	2	0.020662
(2625,2625)(31185021,31185021)(31185021,31185022)	3_Celeg_TT	31185021	2	0.021198
(2626,2626)(31185022,31185022)(31185022,31185023)	3_Celeg_TT	31185022	2	0.021273
(2627,2627)(31185023,31185023)(31185023,31185024)	3_Celeg_TT	31185023	2	0.021343
(2628,2628)(31185024,31185024)(31185024,31185025)	3_Celeg_TT	31185024	2	0.022236
(2629,2629)(31185025,31185025)(31185025,31185026)	3_Celeg_TT	31185025	2	0.024651
(2630,2630)(31185026,31185026)(31185026,31185027)	3_Celeg_TT	31185026	2	0.023449
(2631,2631)(31185027,31185027)(31185027,31185028)	3_Celeg_TT	31185027	2	0.026734
(2632,2632)(31185028,31185028)(31185028,31185029)	3_Celeg_TT	31185028	2	0.016574
(2633,2633)(31185029,31185029)(31185029,31185030)	3_Celeg_TT	31185029	2	0.028071
(2634,2634)(31185030,31185030)(31185030,31185031)	3_Celeg_TT	31185030	2	0.023657
(2635,2635)(31185031,31185031)(31185031,31185032)	3_Celeg_TT	31185031	2	0.023785
(2636,2636)(31185032,31185032)(31185032,31185033)	3_Celeg_TT	31185032	2	0.019781
(2637,2637)(31185033,31185033)(31185033,31185034)	3_Celeg_TT	31185033	2	0.019981
(2638,2638)(31185034,31185034)(31185034,31185035)	3_Celeg_TT	31185034	2	0.024588
(2639,2639)(31185035,31185035)(31185035,31185036)	3_Celeg_TT	31185035	2	0.022557
(2640,2640)(31185036,31185036)(31185036,31185037)	3_Celeg_TT	31185036	2	0.018537
(2641,2641)(31185037,31185037)(31185037,31185038)	3_Celeg_TT	31185037	2	0.018747
(2642,2642)(31185038,31185038)(31185038,31185039)	3_Celeg_TT	31185038	2	0.018891
(2643,2643)(31185039,31185039)(31185039,31185040)	3_Celeg_TT	31185039	2	0.020516
(2644,2644)(31185040,31185040)(31185040,31185041)	3_Celeg_TT	31185040	2	0.026066
(2645,2645)(31185041,31185041)(31185041,31185042)	3_Celeg_TT	31185041	2	0.019059
(2646,2646)(31185042,31185042)(31185042,31185043)	3_Celeg_TT	31185042	2	0.018921
(2647,2647)(31185043,31185043)(31185043,31185044)	3_Celeg_TT	31185043	2	0.020661
(2648,2648)(31185044,31185044)(31185044,31185045)	3_Celeg_TT	31185044	2	0.018854
(2649,2649)(31185045,31185045)(31185045,31185046)	3_Celeg_TT	31185045	2	0.019670
(2650,2650)(31185046,31185046)(31185046,31185047)	3_Celeg_TT	31185046	2	0.016662
(2651,2651)(31185047,31185047)(31185047,31185048)	3_Celeg_TT	31185047	2	0.018292
(2652,2652)(31185048,31185048)(31185048,31185049)	3_Celeg_TT	31185048	2	0.024014
(2653,2653)(31185049,31185049)(31185049,31185050)	3_Celeg_TT	31185049	2	0.042059
(2654,2654)(31185050,31185050)(31185050,31185051)	3_Celeg_TT	31185050	2	0.042765
(2655,2655)(31185051,31185051)(31185051,31185052)	3_Celeg_TT	31185051	2	0.053879
(2656,2656)(31185052,31185052)(31185052,31185053)	3_Celeg_TT	31185052	2	0.044406
(2657,2657)(31185053,31185053)(31185053,31185054)	3_Celeg_TT	31185053	2	0.017492
(2658,2658)(31185054,31185054)(31185054,31185055)	3_Celeg_TT	31185054	2	0.022924
(2659,2659)(31185055,31185055)(31185055,31185056)	3_Celeg_TT	31185055	2	0.019426
(2660,2660)(31185056,31185056)(31185056,31185057)	3_Celeg_TT	31185056	2	-0.005420
(2661,2661)(31185057,31185057)(31185057,31185058)	3_Celeg_TT	31185057	2	0.055294
(2662,2662)(31185058,31185058)(31185058,31185059)	3_Celeg_TT	31185058	2	0.043907
(2663,2663)(31185059,31185059)(31185059,31185060)	3_Celeg_TT	31185059	2	0.029209
(2664,2664)(31185060,31185060)(31185060,31185061)	3_Celeg_TT	31185060	2	0.070865
(2665,2665)(31185061,31185061)(31185061,31185062)	3_Celeg_TT	31185061	2	0.088870
(2666,2666)(31185062,31185062)(31185062,31185063)	3_Celeg_TT	31185062	2	0.069283
(2667,2667)(31185063,31185063)(31185063,31185064)	3_Celeg_TT	31185063	2	0.022911
(2668,2668)(31185064,31185064)(31185064,31185065)	3_Celeg_TT	31185064	2	0.019001
(2669,2669)(31185065,31185065)(31185065,31185066)	3_Celeg_TT	31185065	2	0.068630
(2670,2670)(31185066,31185066)(31185066,31185067)	3_Celeg_TT	31185066	2	0.018852
(2671,2671)(31185067,31185067)(31185067,31185068)	3_Celeg_TT	31185067	2	0.022287
(2672,2672)(31185068,31185068)(31185068,31185069)	3_Celeg_TT	31185068	2	0.028268
(2673,2673)(31185069,31185069)(31185069,31185070)	3_Celeg_TT	31185069	2	0.022330
(2674,2674)(31185070,31185070)(31185070,31185071)	3_Celeg_TT	31185070	2	0.014842
(2675,2675)(31185071,31185071)(31185071,31185072)	3_Celeg_TT	31185071	2	0.022239
(2676,2676)(31185072,31185072)(31185072,31185073)	3_Celeg_TT	31185072	2	0.021078
(2677,2677)(31185073,31185073)(31185073,31185074)	3_Celeg_TT	31185073	2	0.083617
(2678,2678)(31185074,31185074)(31185074,31185075)	3_Celeg_TT	31185074	2	0.095080
(2679,2679)(31185076,31185076)(31185076,31185077)	3_Celeg_TT	31185076	2	0.022420
(2680,2680)(31185077,31185077)(31185077,31185078)	3_Celeg_TT	31185077	2	0.022519
(2681,2681)(31185078,31185078)(31185078,31185079)	3_Celeg_TT	31185078	2	0.022595
(2682,2682)(31185079,31185079)(31185079,31185080)	3_Celeg_TT	31185079	2	0.023115
(2683,2683)(31185080,31185080)(31185080,31185081)	3_Celeg_TT	31185080	2	0.023091
(2684,2684)(31185081,31185081)(31185081,31185082)	3_Celeg_TT	31185081	2	0.019480
(2685,2685)(31185082,31185082)(31185082,31185083)	3_Celeg_TT	31185082	2	0.018804
